customer_id,order_date,order_amount,status
cust_0146,2026-02-16T19:11:00Z,126.62,cancelled
cust_0439,2026-02-19T01:58:00Z,74.83,cancelled
cust_0498,2026-03-13T10:01:00Z,241.76,cancelled
cust_0390,2026-01-09T14:03:00Z,57.50,cancelled
cust_0726,2026-02-08T13:19:00Z,211.44,pending
cust_1380,2026-03-01T11:29:00Z,492.24,pending
cust_0125,2026-02-06T15:32:00Z,366.82,pending
cust_0510,2026-01-18T10:32:00Z,103.20,cancelled
cust_0288,2026-02-08T09:36:00Z,99.91,cancelled
cust_0512,2026-03-21T14:20:00Z,462.40,cancelled
cust_1655,2026-03-20T09:38:00Z,429.42,pending
cust_0104,2026-03-01T08:37:00Z,499.65,pending
cust_1985,2026-01-09T11:44:00Z,463.92,completed
cust_0341,2026-02-06T23:49:00Z,247.96,completed
cust_1771,2026-02-06T12:05:00Z,452.20,completed
cust_0777,2026-01-01T04:42:00Z,492.80,shipped
cust_1898,2026-03-13T08:49:00Z,394.71,shipped
cust_0867,2026-03-05T09:43:00Z,479.09,cancelled
cust_0318,2026-01-18T06:50:00Z,155.39,pending
cust_1187,2026-03-08T23:14:00Z,275.68,shipped
cust_0118,2026-01-05T13:32:00Z,296.25,completed
cust_0117,2026-03-29T10:51:00Z,258.84,completed
cust_0141,2026-02-24T03:52:00Z,43.30,completed
cust_0827,2026-01-11T21:53:00Z,471.38,completed
cust_1186,2026-02-24T02:44:00Z,29.47,pending
cust_0859,2026-03-01T20:03:00Z,296.00,shipped
cust_1915,2026-01-24T17:39:00Z,110.09,shipped
cust_0489,2026-01-25T04:14:00Z,203.94,shipped
cust_0937,2026-01-29T18:41:00Z,465.22,pending
cust_0020,2026-02-11T17:08:00Z,314.37,pending
cust_0151,2026-02-18T22:28:00Z,114.45,shipped
cust_0272,2026-03-26T22:44:00Z,181.01,pending
cust_1801,2026-01-23T05:38:00Z,191.07,completed
cust_0898,2026-03-17T21:20:00Z,276.18,shipped
cust_1253,2026-03-31T13:15:00Z,493.74,pending
cust_1368,2026-03-16T08:59:00Z,281.76,pending
cust_1923,2026-03-21T22:17:00Z,75.80,pending
cust_1823,2026-01-10T17:49:00Z,373.78,completed
cust_0558,2026-01-26T15:30:00Z,306.37,shipped
cust_0417,2026-03-04T13:51:00Z,320.78,shipped
cust_1036,2026-02-14T11:12:00Z,133.05,pending
cust_0190,2026-02-27T17:36:00Z,217.55,shipped
cust_0091,2026-01-01T07:44:00Z,173.44,completed
cust_1305,2026-03-31T04:24:00Z,138.36,cancelled
cust_1130,2026-03-06T05:33:00Z,219.57,pending
cust_0230,2026-01-07T20:22:00Z,473.07,completed
cust_1118,2026-01-04T06:42:00Z,418.95,completed
cust_0881,2026-01-12T14:24:00Z,30.50,shipped
cust_1842,2026-03-26T22:21:00Z,400.10,pending
cust_1841,2026-02-02T13:38:00Z,112.94,completed
cust_1366,2026-01-10T08:33:00Z,183.30,cancelled
cust_1995,2026-02-26T11:51:00Z,377.24,completed
cust_1771,2026-01-15T18:59:00Z,488.34,completed
cust_1806,2026-02-07T12:40:00Z,22.15,shipped
cust_1603,2026-03-26T17:23:00Z,211.74,completed
cust_0547,2026-01-15T11:46:00Z,395.81,pending
cust_0784,2026-03-21T09:16:00Z,28.98,cancelled
cust_0456,2026-01-19T03:58:00Z,410.13,cancelled
cust_0717,2026-01-28T18:41:00Z,412.06,completed
cust_0457,2026-01-03T03:41:00Z,333.42,cancelled
cust_0673,2026-01-26T08:37:00Z,433.53,shipped
cust_0720,2026-02-28T09:20:00Z,259.61,shipped
cust_1924,2026-01-03T12:17:00Z,66.52,shipped
cust_0366,2026-02-22T20:19:00Z,481.64,shipped
cust_0079,2026-01-10T20:48:00Z,302.32,shipped
cust_1493,2026-03-13T13:58:00Z,163.70,pending
cust_0789,2026-03-23T20:59:00Z,292.53,shipped
cust_0091,2026-03-06T12:21:00Z,223.67,completed
cust_0746,2026-02-09T06:11:00Z,44.29,shipped
cust_1277,2026-01-29T13:45:00Z,335.06,pending
cust_1475,2026-03-23T22:10:00Z,157.16,shipped
cust_1366,2026-02-07T04:08:00Z,169.83,shipped
cust_1136,2026-01-12T14:03:00Z,104.00,cancelled
cust_1388,2026-03-10T02:19:00Z,452.37,shipped
cust_0832,2026-02-19T20:59:00Z,418.53,shipped
cust_0588,2026-01-20T03:09:00Z,220.65,shipped
cust_0953,2026-02-10T05:05:00Z,226.66,completed
cust_1047,2026-02-13T01:41:00Z,398.93,completed
cust_1350,2026-01-08T17:14:00Z,149.06,shipped
cust_0192,2026-03-16T11:52:00Z,476.48,completed
cust_1378,2026-01-29T06:07:00Z,120.07,completed
cust_0302,2026-01-03T05:21:00Z,32.64,cancelled
cust_1252,2026-03-19T08:16:00Z,386.56,cancelled
cust_0849,2026-03-22T15:47:00Z,318.59,completed
cust_1472,2026-03-05T09:12:00Z,198.15,cancelled
cust_0500,2026-01-14T10:22:00Z,331.47,pending
cust_1829,2026-03-10T08:30:00Z,431.62,pending
cust_1595,2026-02-08T16:44:00Z,117.23,cancelled
cust_0103,2026-02-20T17:40:00Z,132.11,pending
cust_0935,2026-01-13T03:17:00Z,402.69,shipped
cust_1946,2026-03-10T17:52:00Z,446.80,cancelled
cust_1702,2026-03-24T13:03:00Z,278.46,completed
cust_1524,2026-03-20T09:57:00Z,242.59,shipped
cust_1540,2026-01-23T12:06:00Z,421.53,shipped
cust_1569,2026-03-12T18:51:00Z,265.44,completed
cust_0563,2026-02-10T00:54:00Z,47.97,shipped
cust_0481,2026-01-25T17:34:00Z,174.57,pending
cust_0284,2026-01-14T17:29:00Z,123.32,completed
cust_1447,2026-01-20T11:23:00Z,41.47,cancelled
cust_0678,2026-02-19T09:21:00Z,238.30,pending
cust_0424,2026-03-17T19:28:00Z,215.87,pending
cust_1755,2026-03-22T03:49:00Z,385.14,cancelled
cust_0977,2026-01-01T12:52:00Z,471.94,shipped
cust_1544,2026-02-05T11:56:00Z,428.19,cancelled
cust_1103,2026-03-10T00:58:00Z,369.97,completed
cust_1000,2026-01-20T23:20:00Z,143.74,cancelled
cust_0060,2026-02-05T09:28:00Z,174.70,cancelled
cust_1484,2026-01-16T00:32:00Z,421.85,completed
cust_1275,2026-02-18T14:48:00Z,23.21,cancelled
cust_1213,2026-02-21T08:55:00Z,334.87,pending
cust_1317,2026-02-09T00:19:00Z,76.49,cancelled
cust_0373,2026-01-05T13:50:00Z,137.48,shipped
cust_0434,2026-02-11T09:18:00Z,170.15,cancelled
cust_0570,2026-03-10T10:47:00Z,476.09,cancelled
cust_0517,2026-03-17T23:53:00Z,50.13,pending
cust_1535,2026-02-19T02:22:00Z,35.52,shipped
cust_0460,2026-03-01T04:15:00Z,43.62,pending
cust_1545,2026-01-03T19:47:00Z,475.31,completed
cust_1719,2026-01-02T20:31:00Z,314.45,completed
cust_0259,2026-02-13T02:30:00Z,338.03,completed
cust_0953,2026-03-05T16:00:00Z,135.56,shipped
cust_0344,2026-02-25T03:35:00Z,307.55,pending
cust_1593,2026-03-16T13:47:00Z,90.25,shipped
cust_0222,2026-02-22T16:09:00Z,22.58,shipped
cust_1180,2026-03-03T15:41:00Z,454.93,cancelled
cust_0813,2026-03-27T16:40:00Z,360.36,pending
cust_1213,2026-03-04T20:40:00Z,416.98,completed
cust_0209,2026-03-05T11:02:00Z,388.52,pending
cust_1631,2026-03-31T13:14:00Z,287.31,pending
cust_0712,2026-02-18T11:47:00Z,219.91,shipped
cust_0142,2026-02-16T01:17:00Z,327.30,pending
cust_1740,2026-02-08T05:37:00Z,412.94,pending
cust_0888,2026-03-29T10:52:00Z,187.47,cancelled
cust_1449,2026-01-14T22:12:00Z,223.39,shipped
cust_1262,2026-03-15T13:32:00Z,460.61,cancelled
cust_0953,2026-02-09T15:31:00Z,414.61,shipped
cust_0661,2026-03-19T12:35:00Z,130.29,pending
cust_0572,2026-03-22T05:57:00Z,230.89,cancelled
cust_1168,2026-02-25T13:17:00Z,337.41,shipped
cust_0059,2026-02-14T23:49:00Z,426.97,completed
cust_0999,2026-01-20T07:22:00Z,183.86,shipped
cust_0698,2026-01-26T10:55:00Z,441.36,shipped
cust_1139,2026-01-01T22:10:00Z,263.15,completed
cust_0176,2026-01-22T23:15:00Z,362.84,cancelled
cust_1138,2026-03-11T00:14:00Z,127.76,cancelled
cust_1323,2026-03-06T19:02:00Z,250.50,pending
cust_0191,2026-01-27T18:46:00Z,118.58,completed
cust_0628,2026-03-02T10:26:00Z,294.96,cancelled
cust_1134,2026-02-18T07:48:00Z,178.44,shipped
cust_0721,2026-03-05T23:24:00Z,232.34,shipped
cust_0515,2026-01-21T23:37:00Z,69.12,completed
cust_0647,2026-01-11T21:10:00Z,374.01,completed
cust_0393,2026-01-20T16:41:00Z,371.92,shipped
cust_1484,2026-02-23T15:58:00Z,488.54,shipped
cust_0206,2026-03-17T18:54:00Z,105.12,completed
cust_0740,2026-01-17T07:59:00Z,158.11,completed
cust_0562,2026-01-05T03:25:00Z,487.40,shipped
cust_1429,2026-03-27T22:23:00Z,71.88,cancelled
cust_0211,2026-03-21T10:29:00Z,16.01,shipped
cust_0962,2026-02-13T13:46:00Z,225.83,completed
cust_1978,2026-01-05T16:14:00Z,133.71,cancelled
cust_0234,2026-03-16T19:56:00Z,42.02,cancelled
cust_0152,2026-02-22T12:31:00Z,318.43,pending
cust_0311,2026-01-14T13:55:00Z,407.46,shipped
cust_0175,2026-01-23T14:10:00Z,68.04,cancelled
cust_1242,2026-02-24T06:15:00Z,397.46,completed
cust_1589,2026-02-17T13:34:00Z,196.39,cancelled
cust_0609,2026-03-20T07:03:00Z,298.38,cancelled
cust_0626,2026-02-21T18:11:00Z,314.30,pending
cust_1941,2026-03-11T10:13:00Z,111.82,completed
cust_0542,2026-03-02T02:43:00Z,49.78,completed
cust_0356,2026-02-20T05:50:00Z,46.78,pending
cust_0837,2026-02-11T00:08:00Z,347.79,cancelled
cust_0597,2026-01-03T23:18:00Z,123.42,shipped
cust_1440,2026-03-20T05:50:00Z,232.48,completed
cust_1893,2026-01-25T01:55:00Z,396.04,completed
cust_0871,2026-01-11T10:43:00Z,276.84,completed
cust_1861,2026-01-25T04:16:00Z,415.05,pending
cust_0123,2026-01-16T02:27:00Z,398.39,shipped
cust_0900,2026-01-12T07:39:00Z,239.66,shipped
cust_1434,2026-02-06T15:17:00Z,471.91,cancelled
cust_0897,2026-01-08T07:43:00Z,303.04,cancelled
cust_1505,2026-01-30T08:07:00Z,305.82,pending
cust_0188,2026-01-21T20:05:00Z,481.34,pending
cust_1567,2026-03-03T04:37:00Z,412.50,pending
cust_1563,2026-03-10T20:05:00Z,95.84,cancelled
cust_1877,2026-01-26T07:38:00Z,98.93,cancelled
cust_1301,2026-03-16T02:44:00Z,250.95,pending
cust_0963,2026-02-01T16:07:00Z,210.09,shipped
cust_1373,2026-01-10T12:30:00Z,430.29,shipped
cust_0844,2026-03-05T03:21:00Z,252.78,cancelled
cust_1667,2026-03-11T05:20:00Z,279.55,cancelled
cust_0181,2026-01-29T15:04:00Z,133.68,pending
cust_1987,2026-03-12T07:39:00Z,208.05,pending
cust_1347,2026-03-21T03:09:00Z,275.87,cancelled
cust_0112,2026-01-18T01:46:00Z,264.04,cancelled
cust_1281,2026-02-10T05:39:00Z,382.40,completed
cust_0547,2026-02-19T23:47:00Z,74.20,shipped
cust_0898,2026-03-22T04:14:00Z,352.14,pending
cust_0060,2026-03-30T13:52:00Z,318.71,completed
cust_1454,2026-01-15T09:58:00Z,162.27,pending
cust_1132,2026-02-07T03:16:00Z,55.67,pending
cust_0946,2026-03-28T04:53:00Z,67.56,completed
cust_1021,2026-03-26T21:24:00Z,361.14,shipped
cust_0851,2026-03-17T23:28:00Z,246.42,cancelled
cust_0500,2026-02-11T13:51:00Z,280.12,cancelled
cust_0391,2026-03-25T21:51:00Z,303.70,completed
cust_1770,2026-01-07T08:30:00Z,145.36,cancelled
cust_0697,2026-03-27T00:53:00Z,395.98,shipped
cust_1681,2026-01-01T05:36:00Z,148.59,shipped
cust_1716,2026-02-23T10:11:00Z,294.16,cancelled
cust_1773,2026-01-14T12:36:00Z,228.81,cancelled
cust_0707,2026-01-31T06:13:00Z,280.44,cancelled
cust_0933,2026-03-26T21:50:00Z,167.67,completed
cust_1429,2026-01-22T17:40:00Z,290.18,completed
cust_1754,2026-03-12T14:12:00Z,211.28,shipped
cust_1526,2026-02-13T01:13:00Z,355.56,cancelled
cust_0791,2026-03-31T23:13:00Z,335.21,completed
cust_1015,2026-03-29T19:41:00Z,28.14,shipped
cust_1782,2026-01-10T03:14:00Z,438.35,cancelled
cust_0205,2026-02-17T20:57:00Z,456.12,pending
cust_1480,2026-01-14T02:54:00Z,210.89,completed
cust_0154,2026-02-12T17:37:00Z,392.95,shipped
cust_0694,2026-02-26T17:31:00Z,349.43,pending
cust_1745,2026-01-30T21:45:00Z,427.65,cancelled
cust_1955,2026-01-29T19:45:00Z,317.13,cancelled
cust_1787,2026-02-19T05:52:00Z,27.59,pending
cust_0481,2026-02-27T10:47:00Z,345.36,shipped
cust_0466,2026-03-09T23:20:00Z,54.29,pending
cust_1558,2026-02-27T16:26:00Z,354.91,pending
cust_0909,2026-01-16T03:25:00Z,350.06,pending
cust_0095,2026-01-30T12:36:00Z,400.11,shipped
cust_0735,2026-02-04T02:51:00Z,221.04,completed
cust_1088,2026-02-07T12:08:00Z,287.30,completed
cust_0349,2026-01-16T22:26:00Z,48.69,cancelled
cust_1270,2026-03-04T04:19:00Z,128.01,completed
cust_0476,2026-02-11T23:23:00Z,322.57,cancelled
cust_0523,2026-03-02T16:44:00Z,14.60,cancelled
cust_1846,2026-01-27T04:20:00Z,342.03,completed
cust_0152,2026-02-10T04:58:00Z,473.17,shipped
cust_1309,2026-03-29T13:35:00Z,217.91,shipped
cust_0936,2026-03-18T22:35:00Z,158.04,cancelled
cust_1748,2026-02-13T23:35:00Z,62.26,cancelled
cust_1172,2026-02-02T16:09:00Z,291.66,shipped
cust_0045,2026-03-31T00:21:00Z,416.72,cancelled
cust_0563,2026-01-01T17:41:00Z,287.31,pending
cust_1865,2026-02-25T04:42:00Z,375.13,shipped
cust_1589,2026-03-14T17:08:00Z,122.76,shipped
cust_0449,2026-02-27T22:42:00Z,103.16,shipped
cust_1389,2026-03-10T18:35:00Z,363.25,completed
cust_1287,2026-01-09T20:15:00Z,452.67,pending
cust_0633,2026-03-13T18:44:00Z,226.00,shipped
cust_1500,2026-01-12T23:04:00Z,54.17,shipped
cust_0670,2026-03-10T00:53:00Z,213.60,completed
cust_0271,2026-03-13T14:09:00Z,274.31,shipped
cust_1088,2026-02-15T16:11:00Z,457.61,completed
cust_0527,2026-03-25T04:46:00Z,414.10,cancelled
cust_1982,2026-03-15T09:48:00Z,154.62,shipped
cust_1648,2026-01-11T11:35:00Z,239.48,pending
cust_0289,2026-03-10T15:28:00Z,483.59,cancelled
cust_1981,2026-03-18T23:33:00Z,404.25,shipped
cust_0185,2026-03-13T23:16:00Z,203.34,shipped
cust_1099,2026-01-12T05:59:00Z,232.85,shipped
cust_1198,2026-02-04T16:21:00Z,412.98,shipped
cust_0222,2026-03-03T10:12:00Z,124.57,pending
cust_1269,2026-03-22T11:38:00Z,472.15,shipped
cust_1875,2026-02-25T12:44:00Z,118.47,pending
cust_1302,2026-03-16T23:44:00Z,237.49,shipped
cust_1330,2026-02-07T03:56:00Z,67.17,pending
cust_1938,2026-01-04T09:17:00Z,159.14,cancelled
cust_0238,2026-01-09T20:19:00Z,125.05,completed
cust_0796,2026-02-11T06:59:00Z,191.80,cancelled
cust_1203,2026-03-09T13:30:00Z,366.03,cancelled
cust_1342,2026-01-10T00:18:00Z,418.51,cancelled
cust_1924,2026-03-28T14:37:00Z,147.07,shipped
cust_0445,2026-02-10T08:35:00Z,227.90,completed
cust_1752,2026-02-03T00:17:00Z,58.68,shipped
cust_1116,2026-03-24T01:47:00Z,489.14,shipped
cust_0125,2026-02-06T05:44:00Z,145.18,pending
cust_1944,2026-03-19T04:33:00Z,413.85,pending
cust_1358,2026-01-20T07:21:00Z,324.44,pending
cust_0104,2026-03-13T14:46:00Z,173.42,completed
cust_1612,2026-02-21T09:20:00Z,110.55,completed
cust_1201,2026-01-20T15:45:00Z,408.40,completed
cust_0673,2026-03-12T11:38:00Z,82.30,pending
cust_0568,2026-03-20T03:13:00Z,492.17,completed
cust_1107,2026-01-23T19:33:00Z,401.27,pending
cust_1354,2026-03-20T20:47:00Z,22.63,pending
cust_0734,2026-03-13T21:44:00Z,396.33,shipped
cust_0033,2026-01-16T20:38:00Z,140.03,completed
cust_1520,2026-02-08T07:36:00Z,267.78,pending
cust_0976,2026-02-10T19:16:00Z,391.23,pending
cust_0926,2026-02-15T20:39:00Z,118.56,pending
cust_1490,2026-03-13T06:59:00Z,455.29,shipped
cust_0939,2026-02-28T13:23:00Z,482.37,pending
cust_0981,2026-03-19T02:57:00Z,206.79,pending
cust_1005,2026-03-06T20:15:00Z,455.75,pending
cust_1842,2026-01-08T08:29:00Z,167.83,completed
cust_0135,2026-01-12T11:40:00Z,144.76,shipped
cust_0781,2026-02-24T09:01:00Z,269.97,cancelled
cust_1036,2026-02-25T02:34:00Z,220.80,pending
cust_1747,2026-03-01T14:14:00Z,328.95,completed
cust_0881,2026-02-11T02:26:00Z,445.16,cancelled
cust_0695,2026-03-17T07:31:00Z,232.21,cancelled
cust_1495,2026-01-09T15:43:00Z,163.15,shipped
cust_1363,2026-01-24T04:48:00Z,193.41,completed
cust_1407,2026-03-26T00:17:00Z,242.39,pending
cust_1704,2026-01-08T18:28:00Z,55.68,pending
cust_1525,2026-03-09T05:55:00Z,192.60,completed
cust_1140,2026-01-06T11:01:00Z,297.37,shipped
cust_1373,2026-01-12T03:01:00Z,211.30,cancelled
cust_1778,2026-03-25T08:41:00Z,363.32,shipped
cust_1230,2026-01-29T10:33:00Z,182.31,completed
cust_0317,2026-03-01T18:39:00Z,246.27,pending
cust_0718,2026-03-18T22:44:00Z,282.57,pending
cust_1562,2026-01-26T08:32:00Z,291.31,cancelled
cust_1731,2026-02-21T01:26:00Z,487.53,pending
cust_1248,2026-03-26T13:36:00Z,332.34,shipped
cust_0060,2026-01-17T10:07:00Z,143.90,shipped
cust_1888,2026-01-31T22:21:00Z,182.00,completed
cust_1782,2026-01-14T00:56:00Z,287.50,cancelled
cust_0143,2026-01-13T21:55:00Z,373.07,pending
cust_0188,2026-03-09T21:54:00Z,269.94,cancelled
cust_0860,2026-02-11T07:00:00Z,177.04,shipped
cust_0639,2026-03-07T16:21:00Z,168.95,pending
cust_1810,2026-01-05T18:55:00Z,86.23,pending
cust_1381,2026-01-08T10:13:00Z,143.33,cancelled
cust_0995,2026-02-25T06:10:00Z,226.60,shipped
cust_0442,2026-03-10T17:11:00Z,261.05,shipped
cust_0881,2026-01-11T02:14:00Z,148.79,cancelled
cust_1080,2026-03-02T17:22:00Z,161.13,completed
cust_0810,2026-03-31T14:33:00Z,303.67,pending
cust_0419,2026-01-28T10:27:00Z,473.21,completed
cust_1566,2026-01-24T06:11:00Z,151.83,pending
cust_0016,2026-02-15T06:33:00Z,376.04,completed
cust_0265,2026-02-04T14:34:00Z,270.97,completed
cust_1025,2026-02-20T20:33:00Z,418.34,shipped
cust_0148,2026-02-06T03:24:00Z,432.26,pending
cust_0894,2026-01-02T16:56:00Z,235.28,pending
cust_1766,2026-01-29T11:53:00Z,292.12,cancelled
cust_1454,2026-02-28T06:24:00Z,214.67,pending
cust_0830,2026-01-02T21:33:00Z,483.44,completed
cust_1642,2026-03-28T06:05:00Z,312.88,shipped
cust_0181,2026-02-09T18:00:00Z,423.80,completed
cust_0893,2026-02-23T14:24:00Z,206.22,pending
cust_0811,2026-03-21T05:41:00Z,162.03,shipped
cust_0454,2026-01-31T07:35:00Z,391.77,pending
cust_1046,2026-02-27T15:18:00Z,65.87,completed
cust_1856,2026-03-12T15:41:00Z,181.19,completed
cust_0484,2026-01-10T08:34:00Z,81.76,completed
cust_0356,2026-02-24T19:57:00Z,84.91,pending
cust_0363,2026-03-28T14:07:00Z,388.70,cancelled
cust_0951,2026-03-10T16:06:00Z,286.23,cancelled
cust_1395,2026-03-26T02:50:00Z,442.20,shipped
cust_1770,2026-03-30T09:07:00Z,317.34,completed
cust_0901,2026-01-07T05:10:00Z,239.77,shipped
cust_1631,2026-01-26T00:02:00Z,299.80,shipped
cust_1040,2026-01-07T18:04:00Z,162.10,cancelled
cust_0078,2026-01-06T04:16:00Z,190.68,shipped
cust_0158,2026-02-28T16:17:00Z,433.48,pending
cust_1260,2026-02-24T01:47:00Z,258.46,cancelled
cust_1189,2026-02-20T10:55:00Z,477.57,pending
cust_0922,2026-03-24T17:50:00Z,406.81,completed
cust_0659,2026-02-25T01:39:00Z,243.06,completed
cust_1962,2026-01-06T15:09:00Z,230.76,shipped
cust_1463,2026-01-08T16:13:00Z,257.23,completed
cust_0081,2026-01-23T13:12:00Z,356.73,cancelled
cust_1074,2026-02-17T13:57:00Z,308.80,shipped
cust_0764,2026-03-25T13:15:00Z,148.62,cancelled
cust_1587,2026-01-31T19:10:00Z,342.66,pending
cust_1617,2026-02-27T10:11:00Z,327.18,pending
cust_0676,2026-01-09T14:27:00Z,283.40,cancelled
cust_0582,2026-01-23T22:29:00Z,364.63,completed
cust_0683,2026-01-08T10:02:00Z,295.54,completed
cust_1878,2026-02-01T20:11:00Z,162.01,cancelled
cust_0265,2026-02-24T03:53:00Z,357.33,pending
cust_0635,2026-02-20T20:59:00Z,194.57,shipped
cust_1666,2026-01-12T15:10:00Z,338.36,pending
cust_1324,2026-03-03T00:38:00Z,217.47,shipped
cust_0038,2026-02-03T00:06:00Z,161.34,completed
cust_0700,2026-03-28T06:12:00Z,385.42,completed
cust_0464,2026-01-13T12:30:00Z,85.92,shipped
cust_1730,2026-03-13T17:40:00Z,59.56,pending
cust_1356,2026-01-31T15:40:00Z,439.43,completed
cust_1224,2026-02-04T06:57:00Z,85.58,completed
cust_1703,2026-03-05T01:32:00Z,387.84,completed
cust_1477,2026-02-09T20:06:00Z,31.41,shipped
cust_1386,2026-03-07T11:57:00Z,126.39,cancelled
cust_1251,2026-01-26T22:26:00Z,378.67,cancelled
cust_0480,2026-02-18T14:33:00Z,127.19,cancelled
cust_1852,2026-03-18T00:19:00Z,105.07,cancelled
cust_0946,2026-03-12T00:51:00Z,148.07,cancelled
cust_1030,2026-02-18T00:15:00Z,215.14,completed
cust_1673,2026-01-19T04:14:00Z,402.62,completed
cust_1788,2026-01-23T18:08:00Z,35.57,cancelled
cust_1791,2026-02-03T18:55:00Z,281.72,pending
cust_1457,2026-03-18T23:52:00Z,262.80,pending
cust_0584,2026-01-08T15:13:00Z,383.93,shipped
cust_0921,2026-03-24T09:40:00Z,261.54,cancelled
cust_0188,2026-03-28T03:28:00Z,456.15,cancelled
cust_1812,2026-02-01T19:40:00Z,465.93,cancelled
cust_0110,2026-02-06T02:04:00Z,255.98,completed
cust_0791,2026-01-08T10:16:00Z,193.71,pending
cust_0653,2026-03-26T17:25:00Z,58.55,shipped
cust_1621,2026-01-14T07:02:00Z,77.42,shipped
cust_1879,2026-03-17T12:38:00Z,241.50,completed
cust_1555,2026-03-06T05:16:00Z,239.86,pending
cust_1856,2026-01-08T05:04:00Z,19.31,completed
cust_1711,2026-01-14T14:37:00Z,278.91,cancelled
cust_0228,2026-03-12T15:34:00Z,151.17,shipped
cust_0250,2026-01-05T08:18:00Z,126.84,cancelled
cust_0129,2026-01-11T02:10:00Z,419.98,cancelled
cust_1223,2026-02-18T19:01:00Z,18.05,completed
cust_1472,2026-01-14T01:38:00Z,152.72,pending
cust_1260,2026-02-02T02:44:00Z,127.88,cancelled
cust_0384,2026-03-02T11:20:00Z,337.43,shipped
cust_0139,2026-03-28T18:44:00Z,267.77,pending
cust_0800,2026-03-21T11:49:00Z,240.37,cancelled
cust_0765,2026-01-24T02:06:00Z,376.19,shipped
cust_1615,2026-01-07T03:35:00Z,178.95,pending
cust_1581,2026-02-22T23:11:00Z,370.24,shipped
cust_0274,2026-01-05T00:51:00Z,182.63,shipped
cust_1667,2026-02-28T12:12:00Z,95.79,cancelled
cust_1425,2026-02-13T13:22:00Z,319.55,completed
cust_0130,2026-03-07T04:13:00Z,390.33,cancelled
cust_0076,2026-01-27T17:02:00Z,108.78,completed
cust_1815,2026-01-04T19:32:00Z,164.64,shipped
cust_1056,2026-02-06T05:56:00Z,494.67,cancelled
cust_0519,2026-01-04T07:59:00Z,379.11,completed
cust_0586,2026-02-02T11:49:00Z,432.45,pending
cust_1774,2026-03-01T16:28:00Z,172.64,pending
cust_1638,2026-02-03T11:57:00Z,224.11,cancelled
